time,temperature_2m,relative_humidity_2m,dew_point_2m,surface_pressure,precipitation,cloud_cover,wind_speed_10m,wind_direction_10m,wind_gusts_10m
2026-07-05 03:00:00,28.6,85,25.9,997.9,0.0,98,12.1,266,28.1
2026-07-05 04:00:00,28.6,84,25.7,997.7,0.0,97,12.8,265,29.9
2026-07-05 05:00:00,28.4,87,25.9,997.2,0.0,58,11.9,275,29.5
2026-07-05 06:00:00,28.5,86,25.8,997.8,0.0,34,12.5,277,26.6
2026-07-05 07:00:00,28.9,83,25.8,997.9,0.0,48,13.7,272,31.3
2026-07-05 08:00:00,29.9,77,25.4,997.9,0.0,73,15.5,269,37.1
2026-07-05 09:00:00,31.1,69,24.9,998.0,0.0,59,18.5,285,45.4
2026-07-05 10:00:00,32.1,64,24.4,997.7,0.0,65,15.9,279,45.0
2026-07-05 11:00:00,32.5,61,24.1,998.4,0.0,59,14.9,261,40.7
2026-07-05 12:00:00,32.9,60,24.2,998.2,0.0,69,14.7,256,39.2
2026-07-05 13:00:00,33.2,59,24.2,997.4,0.0,78,15.8,246,41.4
2026-07-05 14:00:00,33.2,60,24.5,996.7,0.0,82,16.1,238,42.5
2026-07-05 15:00:00,32.8,63,24.9,996.5,0.0,96,16.4,234,42.8
2026-07-05 16:00:00,32.0,67,25.2,995.8,0.0,73,16.8,229,43.2
2026-07-05 17:00:00,31.9,68,25.4,995.7,0.0,48,15.4,228,43.2
2026-07-05 18:00:00,31.0,72,25.4,996.1,0.0,83,15.7,232,40.3
2026-07-05 19:00:00,30.6,74,25.4,996.6,0.0,93,16.0,237,39.2
2026-07-05 20:00:00,30.2,76,25.6,997.4,0.1,100,16.0,243,39.6
2026-07-05 21:00:00,29.8,80,26.0,997.9,0.0,84,12.9,250,38.2
